x = 971.6805, y = -310.505, z = 569.1203, angle = 174.9162, collision = h0035B1
x = 971.5637, y = -490.4792, z = 831.1793, angle = 11.8174, collision = h1102B1
x = 971.449, y = -490.4778, z = 829.8948, angle = 83.94387, collision = h1102B1
x = 970.1987, y = -490.4814, z = 829.7651, angle = 124.2881, collision = h1102B1
x = 969.0146, y = -490.4751, z = 830.4604, angle = 57.36173, collision = h1102B1
x = 967.7161, y = -490.4326, z = 829.7061, angle = 36.34595, collision = h1112B1
x = 966.9163, y = -490.1645, z = 828.5737, angle = 8.053025, collision = h1102B1
x = 966.7288, y = -489.9698, z = 827.5261, angle = 23.94324, collision = h1102B1
x = 966.0134, y = -489.8782, z = 826.497, angle = 109.1646, collision = h1102B1
x = 964.7274, y = -489.8253, z = 826.8913, angle = 119.3829, collision = h1102B1
x = 963.5195, y = -489.8111, z = 827.4983, angle = 23.88713, collision = h1102B1
x = 962.9838, y = -489.7929, z = 826.3851, angle = -27.89198, collision = h1102B1
x = 963.6192, y = -489.7803, z = 825.2964, angle = -65.92917, collision = h1102B1
x = 964.967, y = -489.72, z = 824.5875, angle = -42.43064, collision = h1102B1
x = 965.9178, y = -489.7833, z = 823.6744, angle = -82.55743, collision = h1102B1
x = 967.2086, y = -489.7846, z = 823.4287, angle = -127.5358, collision = h1102B1
x = 968.4561, y = -489.8723, z = 824.3148, angle = -70.26939, collision = h1102B1
x = 969.5762, y = -489.9561, z = 823.9466, angle = 2.968373, collision = h1102B1
x = 969.5579, y = -489.9035, z = 822.6641, angle = 20.77371, collision = h1102B1
x = 969.0433, y = -489.762, z = 821.3877, angle = 49.02326, collision = h1102B1
x = 967.9059, y = -489.7781, z = 820.396, angle = 78.22723, collision = h1102B1
x = 966.6668, y = -489.906, z = 819.9171, angle = 39.89519, collision = h1112B1
x = 965.812, y = -489.8447, z = 818.6848, angle = 3.776589, collision = h1102B1
x = 965.695, y = -489.6713, z = 817.4493, angle = 2.42846, collision = h1112B1
x = 964.6226, y = -489.7427, z = 816.6219, angle = 64.44876, collision = h1102B1
x = 963.2646, y = -489.7672, z = 815.9337, angle = 38.08675, collision = h1102B1
x = 962.4063, y = -489.7716, z = 814.8734, angle = 25.53029, collision = h1102B1
x = 961.8071, y = -489.759, z = 813.6533, angle = 65.67946, collision = h1112B1
x = 960.6186, y = -489.756, z = 813.1438, angle = 145.0801, collision = h1102B1
x = 959.9692, y = -489.772, z = 814.1695, angle = -106.8494, collision = h1102B1
x = 961.1561, y = -489.7721, z = 814.499, angle = -51.74479, collision = h1102B1
x = 962.8631, y = -489.6971, z = 812.8849, angle = -52.57722, collision = h1102B1
x = 963.6753, y = -489.6514, z = 812.2728, angle = -62.28437, collision = h1102B1
x = 963.3915, y = -489.722, z = 813.9368, angle = -90.23169, collision = h1102B1
x = 964.4647, y = -489.6877, z = 813.8209, angle = 20.70793, collision = h1102B1
x = 964.1069, y = -489.5993, z = 811.2576, angle = 130.6129, collision = h1102B1
x = 964.0703, y = -489.726, z = 814.9636, angle = -100.0736, collision = h1102B1
x = 965.0712, y = -489.7112, z = 815.1456, angle = -74.07491, collision = h1102B1
x = 966.3762, y = -489.4235, z = 814.9269, angle = -144.3908, collision = h1102B1
x = 967.0369, y = -489.5389, z = 815.6814, angle = -153.8023, collision = h1102B1
x = 967.7839, y = -489.6049, z = 816.7501, angle = -52.22103, collision = h1102B1
x = 968.6965, y = -489.5814, z = 815.9866, angle = -15.74897, collision = h1102B1
x = 969.0132, y = -489.5965, z = 815.0224, angle = -57.63775, collision = h1102B1
x = 970.7198, y = -489.5666, z = 814.4558, angle = -92.72635, collision = h1102B1
x = 971.738, y = -489.507, z = 814.5043, angle = 168.379, collision = h1102B1
x = 971.7732, y = -489.5, z = 818.9771, angle = -164.3127, collision = h1102B1
x = 972.0404, y = -489.4857, z = 820.3674, angle = -150.0112, collision = h1102B1
x = 972.7039, y = -489.3621, z = 821.302, angle = -83.53932, collision = h1102B1
x = 973.7819, y = -489.4772, z = 821.1573, angle = 4.164886, collision = h0114B1
x = 973.5587, y = -489.486, z = 820.04, angle = 110.4412, collision = h0114B1
x = 971.5859, y = -489.4034, z = 821.7949, angle = 135.2173, collision = h1102B1
x = 970.9, y = -489.629, z = 822.8679, angle = -139.0141, collision = h1102B1
x = 971.715, y = -489.5263, z = 823.9055, angle = 169.1825, collision = h1102B1
x = 972.1552, y = -489.6629, z = 825.2004, angle = 169.1825, collision = h1102B1
x = 972.0041, y = -490.3925, z = 827.0994, angle = -166.8806, collision = h1102B1
x = 972.1441, y = -490.4614, z = 828.4501, angle = 155.1766, collision = h1102B1
x = 972.3925, y = -490.4017, z = 831.9649, angle = -77.57528, collision = h1112B1
x = 973.4474, y = -490.4743, z = 831.9109, angle = -154.9414, collision = h1102B1
x = 973.7764, y = -490.4751, z = 833.2855, angle = 162.7587, collision = h1102B1
x = 974.8397, y = -490.5087, z = 839.8945, angle = -136.0752, collision = h1102B1
x = 972.8282, y = -490.5679, z = 841.9907, angle = 170.9672, collision = h1112B1
x = 974.498, y = -490.4806, z = 844.6088, angle = 175.8656, collision = h1102B1
x = 967.2574, y = -491.4148, z = 851.0729, angle = -170.3941, collision = h1102B1
x = 966.9534, y = -491.5499, z = 852.1439, angle = -120.9136, collision = h1102B1
x = 972.7869, y = -491.7865, z = 854.5969, angle = 118.9722, collision = h1102B1
x = 971.5448, y = -491.8217, z = 855.2033, angle = 86.11818, collision = h1102B1
x = 970.2069, y = -491.852, z = 855.1217, angle = 88.61157, collision = h1102B1
x = 968.9251, y = -491.8977, z = 855.1597, angle = 133.5776, collision = h1102B1
x = 971.3781, y = -492.1349, z = 857.9554, angle = -137.93, collision = h1100B1
x = 971.9655, y = -492.1795, z = 859.0032, angle = 132.1229, collision = h1100B1
x = 971.116, y = -492.3275, z = 859.8452, angle = 102.9756, collision = h1100B1
x = 969.5261, y = -492.8646, z = 863.1393, angle = -171.3514, collision = h1100B1
x = 969.6938, y = -492.9536, z = 864.4485, angle = 96.20522, collision = h1100B1
x = 967.3602, y = -493.2629, z = 864.868, angle = 163.2446, collision = h1100B1
x = 966.9566, y = -493.4026, z = 866.0581, angle = -140.8917, collision = h1100B1
x = 961.2085, y = -495.1786, z = 888.702, angle = 137.2596, collision = h1100B1
x = 960.9124, y = -494.9954, z = 886.3781, angle = -2.065599, collision = h1100B1
x = 962.9107, y = -494.5083, z = 879.8858, angle = -18.21258, collision = h1100B1
x = 963.8969, y = -494.3394, z = 877.1764, angle = -23.85628, collision = h1111B1
x = 968.9667, y = -492.2795, z = 858.2108, angle = 35.85081, collision = h1100B1
x = 968.3528, y = -492.1749, z = 857.3179, angle = 34.28859, collision = h1100B1
x = 966.3896, y = -491.3088, z = 850.2928, angle = 92.05621, collision = h1102B1
x = 969.5346, y = -490.8055, z = 846.6079, angle = 0.8919544, collision = h1102B1
x = 970.0278, y = -490.649, z = 845.7199, angle = -40.11538, collision = h1102B1
x = 971.566, y = -490.5804, z = 842.6068, angle = -4.580202, collision = h1102B1
x = 971.6945, y = -490.4765, z = 841.0875, angle = -4.116569, collision = h1102B1
x = 971.7938, y = -490.4084, z = 839.7502, angle = -35.37405, collision = h1102B1
x = 971.2815, y = -490.4584, z = 832.8738, angle = 14.72836, collision = h1102B1
x = 969.6222, y = -490.4816, z = 828.6406, angle = 39.10644, collision = h1102B1
x = 968.8071, y = -490.2165, z = 827.5804, angle = 45.36807, collision = h1102B1
x = 967.8316, y = -489.9788, z = 826.6052, angle = 53.9509, collision = h1102B1
x = 966.9263, y = -489.8883, z = 825.9127, angle = 59.96861, collision = h1102B1
x = 963.3497, y = -489.7802, z = 824.146, angle = 63.80495, collision = h1112B1
x = 962.4293, y = -489.7806, z = 823.6862, angle = 57.09168, collision = h1102B1
x = 961.3745, y = -489.7814, z = 823.0482, angle = 85.50623, collision = h1102B1
x = 960.3364, y = -489.7811, z = 822.8558, angle = 85.93432, collision = h1112B1
x = 959.0707, y = -489.6551, z = 822.7905, angle = 122.1707, collision = h1102B1
x = 958.0836, y = -489.7787, z = 823.1489, angle = 158.2934, collision = h1102B1
x = 957.5344, y = -489.776, z = 824.0767, angle = -164.7774, collision = h1102B1
x = 957.6987, y = -489.7734, z = 825.3444, angle = -149.9395, collision = h1102B1
x = 958.3414, y = -489.7771, z = 826.2789, angle = -139.9957, collision = h1102B1
x = 959.0133, y = -489.831, z = 827.2159, angle = -143.2864, collision = h1102B1
x = 959.8185, y = -489.7199, z = 828.2172, angle = -138.7264, collision = h1102B1
x = 960.4908, y = -489.7642, z = 828.9878, angle = -126.173, collision = h1102B1
x = 961.3051, y = -489.8968, z = 829.6615, angle = -116.1671, collision = h1102B1
x = 962.5662, y = -489.9849, z = 830.1362, angle = -98.63239, collision = h1102B1
x = 963.5829, y = -490.0845, z = 830.2922, angle = -96.88451, collision = h1102B1
x = 964.9334, y = -490.2689, z = 830.4467, angle = -93.09775, collision = h1102B1
x = 965.9293, y = -490.44, z = 830.5782, angle = -129.6089, collision = h1102B1
x = 966.9089, y = -490.5274, z = 831.4428, angle = -142.9324, collision = h1102B1
x = 967.7908, y = -490.5313, z = 832.6403, angle = -166.2622, collision = h1102B1
x = 968.2069, y = -490.6466, z = 833.8976, angle = -152.5389, collision = h1102B1
x = 968.8856, y = -491.0919, z = 835.2219, angle = -155.1053, collision = h1102B1
x = 969.5523, y = -491.5883, z = 836.3535, angle = -146.25, collision = h1102B1
x = 970.3004, y = -492.379, z = 838.1377, angle = 179.6485, collision = h1102B1
x = 970.2652, y = -493.0253, z = 839.4724, angle = 166.1206, collision = h1102B1
x = 969.8277, y = -493.7489, z = 840.8835, angle = 160.7222, collision = h1102B1
x = 969.3609, y = -494.3885, z = 842.1207, angle = 156.675, collision = h1102B1
x = 968.8303, y = -494.8114, z = 843.332, angle = 159.413, collision = h1102B1
x = 968.418, y = -495.2804, z = 844.2728, angle = 144.5418, collision = h1102B1
x = 967.6741, y = -495.7925, z = 845.3612, angle = 140.4234, collision = h1102B1
x = 966.8032, y = -496.2493, z = 846.4286, angle = 148.3, collision = h1102B1
x = 966.0493, y = -496.7369, z = 847.5123, angle = 126.7499, collision = h1102B1
x = 964.8995, y = -497.2855, z = 848.3615, angle = 120.66, collision = h1102B1
x = 963.7305, y = -497.761, z = 849.0554, angle = 120.2521, collision = h1102B1
x = 962.557, y = -498.1322, z = 849.7416, angle = 118.4422, collision = h1102B1
x = 961.3474, y = -498.3421, z = 850.401, angle = 115.8048, collision = h1111B1
x = 960.1103, y = -499.0264, z = 851.0463, angle = 159.0582, collision = h1104B1
x = 959.5369, y = -498.9651, z = 852.2185, angle = -179.2125, collision = h1101B1
x = 959.3403, y = -498.7688, z = 853.5521, angle = 83.23574, collision = h1101B1
x = 958.3273, y = -498.6124, z = 853.7845, angle = 65.47724, collision = h1104B1
x = 957.5001, y = -499.7357, z = 852.3364, angle = 71.52929, collision = h1104B1
x = 956.1561, y = -500.2244, z = 852.4099, angle = 99.98832, collision = h1104B1
x = 954.8461, y = -500.9838, z = 852.6893, angle = 141.253, collision = h1104B1
x = 953.9553, y = -501.2736, z = 853.6569, angle = 102.4537, collision = h1111B1
x = 952.9822, y = -501.1869, z = 854.0377, angle = 102.4537, collision = h1111B1
x = 952.3684, y = -501.2251, z = 854.8357, angle = 172.9502, collision = h1111B1
x = 952.1878, y = -501.5296, z = 856.0657, angle = 152.5544, collision = h1104B1
x = 951.4912, y = -502.1375, z = 857.3625, angle = 136.4864, collision = h1104B1
x = 950.6243, y = -502.6202, z = 858.3115, angle = 145.7194, collision = h1111B1
x = 949.9126, y = -503.0312, z = 859.5819, angle = 139.4266, collision = h1104B1
x = 949.0943, y = -503.4438, z = 860.6128, angle = 135.6918, collision = h1104B1
x = 948.0385, y = -504.0914, z = 861.6871, angle = 142.3033, collision = h1104B1
x = 947.178, y = -504.8078, z = 862.689, angle = 120.9979, collision = h1104B1
x = 946.433, y = -505.3722, z = 863.2397, angle = 99.70302, collision = h1104B1
x = 945.1604, y = -505.9415, z = 863.5193, angle = 159.8367, collision = h1104B1
x = 944.7073, y = -506.6191, z = 864.8308, angle = -150.8596, collision = h1104B1
x = 945.4218, y = -506.892, z = 866.115, angle = -149.109, collision = h1111B1
x = 946.0006, y = -506.9983, z = 867.2511, angle = 129.044, collision = h1104B1
x = 945.0621, y = -507.3538, z = 868.0728, angle = 103.1318, collision = h1104B1
x = 943.8139, y = -507.575, z = 868.5502, angle = 112.6799, collision = h1104B1
x = 944.038, y = -507.5825, z = 869.6104, angle = 93.73816, collision = h1104B1
x = 942.5653, y = -507.8865, z = 869.7687, angle = 67.28519, collision = h1104B1
x = 941.3043, y = -508.2615, z = 869.261, angle = 100.453, collision = h1104B1
x = 939.9879, y = -508.7412, z = 869.3245, angle = 165.0327, collision = h1104B1
x = 939.83, y = -508.7297, z = 870.6208, angle = -136.3522, collision = h1104B1
x = 938.5914, y = -509.0891, z = 871.0311, angle = 110.4366, collision = h1104B1
x = 937.1865, y = -509.545, z = 871.5027, angle = 122.1386, collision = h1104B1
x = 936.1353, y = -509.782, z = 872.2902, angle = 158.796, collision = h1104B1
x = 935.6945, y = -509.9478, z = 873.7152, angle = -177.7107, collision = h1104B1
x = 935.9396, y = -509.9521, z = 874.9664, angle = -166.7802, collision = h1104B1
x = 934.6408, y = -509.9243, z = 873.2875, angle = 18.46479, collision = h1104B1
x = 934.3336, y = -509.7997, z = 872.2616, angle = 38.64364, collision = h1104B1
x = 933.5623, y = -509.6417, z = 871.3991, angle = 70.10086, collision = h1104B1
x = 932.5518, y = -509.5715, z = 871.0981, angle = 79.45339, collision = h1104B1
x = 931.23, y = -509.6717, z = 870.8752, angle = 107.3529, collision = h1104B1
x = 929.9088, y = -509.9098, z = 871.494, angle = 175.4616, collision = h1104B1
x = 929.8054, y = -509.943, z = 872.8263, angle = -161.4072, collision = h1104B1
x = 930.1157, y = -509.9783, z = 873.8066, angle = 104.6834, collision = h1104B1
x = 928.9222, y = -509.9377, z = 873.7169, angle = 16.74306, collision = h1104B1
x = 928.3639, y = -509.8904, z = 872.5113, angle = 54.27057, collision = h1104B1
x = 927.155, y = -509.8156, z = 871.6439, angle = 25.04249, collision = h1104B1
x = 926.707, y = -509.7586, z = 870.4725, angle = -30.30462, collision = h1104B1
x = 927.2927, y = -509.6134, z = 869.2941, angle = 22.68556, collision = h1104B1
x = 927.0267, y = -509.2295, z = 868.3289, angle = 57.81766, collision = h1104B1
x = 925.8163, y = -509.2246, z = 867.4896, angle = 56.3089, collision = h1104B1
x = 924.7612, y = -509.2285, z = 866.7032, angle = 11.32803, collision = h1104B1
x = 924.5715, y = -509.1981, z = 865.2906, angle = -45.00387, collision = h1104B1
x = 925.4302, y = -509.1918, z = 864.3632, angle = -61.05968, collision = h1104B1
x = 926.0221, y = -509.1766, z = 863.4675, angle = -82.08972, collision = h1104B1
x = 927.304, y = -509.1859, z = 863.289, angle = -113.4129, collision = h1104B1
x = 928.2253, y = -509.2031, z = 863.681, angle = -143.2343, collision = h1111B1
x = 929.1255, y = -509.1467, z = 864.7003, angle = -85.09662, collision = h1111B1
x = 930.4537, y = -509.1769, z = 864.6833, angle = -60.09263, collision = h1104B1
x = 931.3752, y = -509.2216, z = 864.2119, angle = -32.5217, collision = h1104B1
x = 932.1091, y = -509.2233, z = 863.0966, angle = -51.46042, collision = h1104B1
x = 933.1665, y = -509.2201, z = 862.3826, angle = -77.73963, collision = h1104B1
x = 934.6301, y = -509.2148, z = 862.3009, angle = -118.3565, collision = h1104B1
x = 935.8196, y = -509.2162, z = 862.8757, angle = -75.45176, collision = h1104B1
x = 937.1669, y = -509.2212, z = 862.4852, angle = -52.67458, collision = h1104B1
x = 938.1383, y = -509.2097, z = 861.7032, angle = -50.87647, collision = h1104B1
x = 938.6364, y = -508.993, z = 860.7095, angle = -15.94262, collision = h1104B1
x = 939.6014, y = -508.9639, z = 860.1967, angle = -85.97948, collision = h1104B1
x = 935.7935, y = -509.2168, z = 864.2789, angle = 172.9091, collision = h1104B1
x = 935.5624, y = -509.2209, z = 865.7234, angle = 145.9887, collision = h1104B1
x = 934.8571, y = -509.1447, z = 866.7656, angle = 136.6973, collision = h1111B1
x = 934.2236, y = -509.1998, z = 867.8831, angle = 153.7077, collision = h1111B1
x = 935.4858, y = -509.1704, z = 867.7787, angle = -93.33379, collision = h1104B1
x = 936.9899, y = -509.2164, z = 867.8466, angle = -100.9189, collision = h1104B1
x = 938.3712, y = -509.0617, z = 867.9976, angle = -114.7283, collision = h1104B1
x = 939.3163, y = -508.9018, z = 868.3758, angle = -121.7658, collision = h1111B1
x = 943.9802, y = -507.4404, z = 867.0947, angle = -50.12602, collision = h1104B1
x = 946.8062, y = -504.3927, z = 861.4291, angle = -51.50756, collision = h1104B1
x = 947.8417, y = -503.7829, z = 860.585, angle = -56.2914, collision = h1104B1
x = 958.9843, y = -498.3094, z = 854.6657, angle = 158.1728, collision = h1111B1
x = 946.0145, y = -506.0788, z = 864.438, angle = 132.8761, collision = h1104B1
x = 945.3867, y = -507.25, z = 869.2857, angle = -130.0516, collision = h1104B1
x = 938.6041, y = -509.0607, z = 869.1986, angle = 121.2656, collision = h1104B1
x = 937.3224, y = -509.2469, z = 869.9699, angle = 143.1604, collision = h1104B1
x = 936.006, y = -509.7369, z = 876.3025, angle = -162.2436, collision = h1104B1
x = 936.4048, y = -509.7283, z = 877.5991, angle = -165.4561, collision = h1104B1
x = 936.6682, y = -509.7174, z = 878.5915, angle = 174.216, collision = h1104B1
x = 936.5342, y = -509.717, z = 879.939, angle = 158.7772, collision = h1104B1
x = 936.0912, y = -509.7206, z = 881.2237, angle = -175.6126, collision = h1104B1
x = 936.0685, y = -509.7048, z = 882.245, angle = -175.513, collision = h1104B1
x = 936.1713, y = -509.6379, z = 883.619, angle = -176.2839, collision = h1104B1
x = 936.3413, y = -509.2006, z = 885.0007, angle = -143.2088, collision = h1104B1
x = 937.1851, y = -508.7674, z = 886.0165, angle = -120.6183, collision = h1104B1
x = 937.9604, y = -508.3426, z = 886.8786, angle = -156.229, collision = h1104B1
x = 938.386, y = -507.9704, z = 888.1044, angle = 162.6675, collision = h1111B1
x = 938.1354, y = -507.6376, z = 889.0793, angle = 161.2673, collision = h1111B1
x = 937.8376, y = -507.6119, z = 890.1039, angle = -134.0225, collision = h1111B1
x = 938.5613, y = -507.5671, z = 890.8871, angle = -133.409, collision = h1111B1
x = 938.1819, y = -507.6648, z = 891.9421, angle = 165.731, collision = h1104B1
x = 936.799, y = -507.7234, z = 890.0667, angle = -23.94902, collision = h1111B1
x = 937.1188, y = -507.8568, z = 888.9796, angle = 29.33784, collision = h1111B1
x = 936.5638, y = -508.2369, z = 887.6889, angle = 14.37547, collision = h1111B1
x = 936.2262, y = -508.7899, z = 886.3198, angle = 20.55474, collision = h1104B1
x = 937.2522, y = -509.6893, z = 881.9982, angle = 17.30551, collision = h1104B1
x = 935.1863, y = -509.855, z = 875.6523, angle = 50.13597, collision = h1104B1
x = 934.1343, y = -509.8965, z = 874.8524, angle = 58.05833, collision = h1104B1
x = 932.9957, y = -509.9422, z = 873.9273, angle = 34.92802, collision = h1104B1
x = 932.113, y = -509.8907, z = 872.9745, angle = 72.09219, collision = h1104B1
x = 928.2182, y = -509.2385, z = 868.8519, angle = -89.52, collision = h1104B1
x = 929.636, y = -509.2224, z = 868.5515, angle = -41.98141, collision = h1111B1
x = 930.6391, y = -509.2209, z = 867.7318, angle = -92.86605, collision = h1104B1
x = 932.1226, y = -509.1796, z = 867.7853, angle = -93.08006, collision = h1104B1
x = 948.6688, y = -503.1813, z = 859.6917, angle = -60.1041, collision = h1111B1
x = 953.2163, y = -501.3203, z = 855.4163, angle = -33.7715, collision = h1104B1
x = 958.6235, y = -499.196, z = 852.6596, angle = -113.0826, collision = h1101B1
x = 958.2767, y = -497.7895, z = 855.6758, angle = 121.4045, collision = h1101B1
x = 957.1473, y = -497.2504, z = 856.3764, angle = 145.4017, collision = h1101B1
x = 956.3334, y = -496.7799, z = 857.1638, angle = 145.6892, collision = h1101B1
x = 955.6778, y = -496.3189, z = 857.9378, angle = 147.7373, collision = h1101B1
x = 955.0559, y = -495.8498, z = 858.8027, angle = 158.32, collision = h1101B1
x = 954.444, y = -495.2284, z = 860.1339, angle = 150.2068, collision = h1101B1
x = 953.892, y = -494.7638, z = 861.1091, angle = 146.3248, collision = h1101B1
x = 953.2471, y = -494.3801, z = 861.9516, angle = 105.0013, collision = h1111B1
x = 952.0869, y = -493.9938, z = 862.3837, angle = 85.4511, collision = h1101B1
x = 950.8079, y = -493.5173, z = 862.3273, angle = 82.51833, collision = h1101B1
x = 949.768, y = -493.23, z = 862.2051, angle = 83.48109, collision = h1101B1
x = 948.7438, y = -492.9507, z = 862.1343, angle = 65.58463, collision = h1101B1
x = 947.6214, y = -492.644, z = 861.7288, angle = 88.04479, collision = h1101B1
x = 946.0997, y = -492.1872, z = 861.5923, angle = 93.75681, collision = h1101B1
x = 944.7136, y = -491.7523, z = 861.749, angle = 114.3536, collision = h1101B1
x = 943.5723, y = -491.4084, z = 862.1009, angle = 94.15548, collision = h1111B1
x = 942.5472, y = -491.132, z = 862.1433, angle = 93.97646, collision = h1101B1
x = 941.0984, y = -491.133, z = 862.178, angle = 88.29268, collision = h1101B1
x = 940.1275, y = -491.0292, z = 862.5011, angle = 110.9425, collision = h1101B1
x = 939.1559, y = -490.81, z = 862.891, angle = 110.8137, collision = h1111B1
x = 937.9883, y = -490.7235, z = 863.3351, angle = 136.8577, collision = h1101B1
x = 937.0177, y = -490.5116, z = 864.3009, angle = 132.3806, collision = h1101B1
x = 935.8661, y = -490.2511, z = 865.0441, angle = 125.8571, collision = h1101B1
x = 934.792, y = -490.1402, z = 865.7742, angle = 153.3799, collision = h1111B1
x = 933.9713, y = -490.087, z = 867.0403, angle = -174.3073, collision = h1111B1
x = 933.8405, y = -490.1119, z = 868.0341, angle = -174.3073, collision = h1111B1
x = 934.4678, y = -490.1442, z = 869.402, angle = -155.7933, collision = h1101B1
x = 934.9408, y = -490.0975, z = 870.29, angle = -79.453, collision = h1101B1
x = 932.6429, y = -490.1529, z = 868.1375, angle = 117.2044, collision = h1101B1
x = 935.7017, y = -489.9289, z = 871.5929, angle = 157.8739, collision = h1101B1
x = 933.4891, y = -492.7467, z = 874.6745, angle = 138.7856, collision = h1101B1
x = 933.073, y = -493.1415, z = 873.5523, angle = 7.771225, collision = h1101B1
x = 932.7753, y = -493.1837, z = 872.2948, angle = 33.06353, collision = h1101B1
x = 931.7726, y = -493.3847, z = 871.4229, angle = 173.0165, collision = h1101B1
x = 931.7181, y = -493.361, z = 872.4782, angle = -123.9585, collision = h1101B1
x = 932.6516, y = -493.0955, z = 875.369, angle = 132.3382, collision = h1101B1
x = 931.7552, y = -493.3456, z = 876.2137, angle = 144.1198, collision = h1101B1
x = 931.1044, y = -493.1022, z = 877.2305, angle = -130.927, collision = h1110B1
x = 931.7751, y = -493.1745, z = 878.0529, angle = -133.7709, collision = h1101B1
x = 932.5749, y = -492.9744, z = 878.7296, angle = -146.6607, collision = h1101B1
x = 933.2056, y = -492.7408, z = 879.9177, angle = -175.0102, collision = h1101B1
x = 933.3204, y = -492.6207, z = 881.2907, angle = -173.91, collision = h1101B1
x = 933.5185, y = -492.486, z = 882.6517, angle = -141.8848, collision = h1101B1
x = 934.3707, y = -492.2231, z = 883.5778, angle = -112.2591, collision = h1101B1
x = 935.3453, y = -491.9809, z = 884.11, angle = -135.2688, collision = h1101B1
x = 936.2581, y = -491.7384, z = 885.0416, angle = -134.0262, collision = h1101B1
x = 937.2228, y = -491.4307, z = 885.9731, angle = -134.9269, collision = h1101B1
x = 938.2417, y = -490.7307, z = 887.072, angle = -144.2598, collision = h1101B1
x = 939.0471, y = -490.0463, z = 888.1196, angle = -115.6339, collision = h1101B1
x = 940.3722, y = -489.8658, z = 888.4518, angle = -47.93029, collision = h1101B1
x = 941.4047, y = -489.9731, z = 887.6, angle = -47.91109, collision = h1101B1
x = 942.5269, y = -489.946, z = 886.6542, angle = -68.20287, collision = h1101B1
x = 943.8674, y = -489.7207, z = 886.1107, angle = -97.74294, collision = h1101B1
x = 945.0615, y = -489.4436, z = 886.2874, angle = -179.6841, collision = h1101B1
x = 945.0224, y = -489.5764, z = 887.6889, angle = 120.6286, collision = h1101B1
x = 943.9392, y = -489.5894, z = 888.4304, angle = 141.5241, collision = h1101B1
x = 942.9311, y = -489.4956, z = 889.5623, angle = 146.2461, collision = h1110B1
x = 942.3899, y = -489.4811, z = 890.6746, angle = -149.9659, collision = h1110B1
x = 942.9477, y = -489.3917, z = 892.0333, angle = 166.4541, collision = h1101B1
x = 942.6763, y = -489.5678, z = 893.3441, angle = -168.995, collision = h0111B1
x = 943.1344, y = -489.3792, z = 894.511, angle = -78.80253, collision = h0111B1
x = 944.4368, y = -489.3854, z = 894.3654, angle = -103.9729, collision = h0111B1
x = 945.736, y = -489.3187, z = 894.5583, angle = -109.1174, collision = h0111B1
x = 947.1838, y = -489.0327, z = 895.1398, angle = -141.2473, collision = h0111B1
x = 947.8975, y = -488.7508, z = 896.2, angle = 123.6202, collision = h0111B1
x = 946.7827, y = -488.6675, z = 896.9385, angle = 90.71394, collision = h1110B1
x = 945.4439, y = -488.6684, z = 896.9972, angle = 104.2411, collision = h1110B1
x = 943.953, y = -488.6017, z = 897.3928, angle = 129.5736, collision = h0111B1
x = 943.0797, y = -488.4304, z = 898.2513, angle = -114.4416, collision = h0111B1
x = 944.2945, y = -488.2906, z = 898.845, angle = -58.82831, collision = h1110B1
x = 945.5735, y = -488.2538, z = 898.1404, angle = -79.25202, collision = h1110B1
x = 946.7835, y = -488.4364, z = 897.9632, angle = -122.885, collision = h0111B1
x = 947.9953, y = -488.2199, z = 898.8119, angle = 166.7787, collision = h0111B1
x = 947.8547, y = -488.0341, z = 900.0148, angle = 133.2401, collision = h0111B1
x = 946.6885, y = -487.8384, z = 900.8909, angle = 81.36941, collision = h0111B1
x = 945.3773, y = -487.848, z = 900.7932, angle = 85.36223, collision = h0111B1
x = 943.9125, y = -487.8596, z = 900.6804, angle = 112.3139, collision = h0111B1
x = 942.6358, y = -487.694, z = 901.2902, angle = -158.4276, collision = h1110B1
x = 943.2229, y = -487.4452, z = 902.3203, angle = -95.68393, collision = h0111B1
x = 944.6273, y = -487.4376, z = 902.4839, angle = -126.267, collision = h0111B1
x = 945.7481, y = -487.2863, z = 903.2689, angle = -157.3364, collision = h1110B1
x = 946.2357, y = -487.173, z = 904.4047, angle = 167.1025, collision = h0111B1
x = 946.0677, y = -487.076, z = 905.4528, angle = 125.1405, collision = h0111B1
x = 944.9236, y = -487.0382, z = 906.1897, angle = 100.8808, collision = h1110B1
x = 943.6987, y = -487.0439, z = 906.6813, angle = -154.3826, collision = h1110B1
x = 944.1589, y = -487.0731, z = 907.9339, angle = -171.4754, collision = h0111B1
x = 944.2516, y = -486.9601, z = 909.2589, angle = 121.61, collision = h0111B1
x = 943.1494, y = -487.0791, z = 909.8828, angle = 64.39758, collision = h0111B1
x = 942.0133, y = -487.0782, z = 909.4343, angle = 54.88765, collision = h0111B1
x = 941.1575, y = -487.0774, z = 908.7905, angle = 107.2027, collision = h0111B1
x = 939.8063, y = -487.0761, z = 908.7624, angle = 2.038224, collision = h0111B1
x = 939.712, y = -487.0762, z = 907.441, angle = -44.80581, collision = h0111B1
x = 940.5447, y = -487.0764, z = 906.5593, angle = -102.5396, collision = h0111B1
x = 941.9573, y = -487.076, z = 906.9036, angle = -154.0847, collision = h0111B1
x = 942.5917, y = -487.0738, z = 908.0225, angle = -149.0074, collision = h0111B1
x = 943.4839, y = -487.0088, z = 905.1053, angle = 14.19189, collision = h1110B1
