x = 189.8432, y = -267.2042, z = 127.9724, angle = -100, collision = h0001B1
x = 393.4081, y = -362.8029, z = 334.9546, angle = 24.80202, collision = h0039B1
x = 392.8147, y = -363.3352, z = 333.6807, angle = 26.88591, collision = h0039B1
x = 392.1514, y = -363.9842, z = 332.4428, angle = 18.39128, collision = h0039B1
x = 391.7178, y = -364.5716, z = 331.1105, angle = 5.802136, collision = h0039B1
x = 391.6415, y = -365.1751, z = 329.7207, angle = -6.496152, collision = h0039B1
x = 391.8521, y = -365.719, z = 328.3324, angle = -12.10125, collision = h0039B1
x = 392.1505, y = -366.3767, z = 326.9591, angle = -13.56939, collision = h0039B1
x = 392.4916, y = -366.8404, z = 325.5961, angle = -35.50224, collision = h0039B1
x = 393.26, y = -367.2475, z = 324.4238, angle = -16.14754, collision = h0039B1
x = 393.678, y = -367.6468, z = 323.0884, angle = -8.756699, collision = h0039B1
x = 393.8668, y = -368.1023, z = 321.6967, angle = 21.53466, collision = h0039B1
x = 393.4039, y = -368.2667, z = 320.3878, angle = 30.92292, collision = h0039B1
x = 392.654, y = -368.2969, z = 319.3307, angle = 43.49836, collision = h0039B1
x = 391.7393, y = -368.397, z = 318.9013, angle = 79.91721, collision = h0039B1
x = 390.6675, y = -368.5977, z = 318.8322, angle = 90.87401, collision = h0039B1
x = 389.2777, y = -368.7069, z = 318.755, angle = 65.68105, collision = h0039B1
x = 388.0009, y = -368.7362, z = 318.1716, angle = 54.91764, collision = h0039B1
x = 386.9755, y = -368.6708, z = 317.4583, angle = 54.2095, collision = h0039B1
x = 386.0554, y = -369.0265, z = 316.8525, angle = 119.1937, collision = h0039B1
x = 384.9239, y = -369.0266, z = 317.52, angle = 142.2105, collision = h0039B1
x = 383.8927, y = -369.0266, z = 317.984, angle = 36.78408, collision = h0039B1
x = 382.9967, y = -369.0266, z = 316.9102, angle = 39.8779, collision = h0039B1
x = 382.3329, y = -368.8539, z = 315.9908, angle = 23.67572, collision = h0039B1
x = 384.2183, y = -369.0265, z = 316.7773, angle = -62.92244, collision = h0039B1
x = 385.6727, y = -369.0266, z = 318.2543, angle = 137.9196, collision = h0039B1
x = 381.4748, y = -368.8557, z = 316.9049, angle = 98.19624, collision = h0039B1
x = 380.3199, y = -369.0266, z = 316.7316, angle = 8.498477, collision = h0039B1
x = 380.2569, y = -369.0266, z = 315.3742, angle = 7.778342, collision = h0039B1
x = 379.7659, y = -369.0265, z = 314.2605, angle = 110.6113, collision = h0039B1
x = 378.7375, y = -369.0266, z = 314.938, angle = -179.0908, collision = h0039B1
x = 378.4329, y = -369.0266, z = 316.2463, angle = 84.72704, collision = h0039B1
x = 377.4051, y = -369.0266, z = 315.7629, angle = -17.09741, collision = h0039B1
x = 377.6728, y = -369.0266, z = 314.3952, angle = 46.61514, collision = h0039B1
x = 376.6177, y = -369.0266, z = 313.692, angle = 108.7411, collision = h0039B1
x = 375.4488, y = -368.9677, z = 314.3566, angle = 155.9362, collision = h0039B1
x = 375.1976, y = -369.0198, z = 315.6501, angle = -111.449, collision = h0039B1
x = 376.4628, y = -369.0266, z = 316.1334, angle = -157.8824, collision = h0039B1
x = 376.5894, y = -369.0266, z = 317.2677, angle = 105.8407, collision = h0039B1
x = 375.3201, y = -369.0266, z = 317.458, angle = 76.46084, collision = h0039B1
x = 374.245, y = -368.9951, z = 317.6862, angle = -163.1916, collision = h0039B1
x = 374.8417, y = -369.0266, z = 318.7824, angle = -100.8916, collision = h0039B1
x = 375.9885, y = -369.0266, z = 319.4439, angle = 150.3861, collision = h0039B1
x = 375.1508, y = -369.0266, z = 320.4076, angle = 93.46332, collision = h0039B1
x = 373.8529, y = -369.0266, z = 320.8078, angle = 174.1195, collision = h0039B1
x = 373.9686, y = -369.0266, z = 322.0872, angle = -125.6945, collision = h0039B1
x = 374.9743, y = -369.0266, z = 323.0369, angle = 140.9396, collision = h0039B1
x = 374.0458, y = -369.0266, z = 323.898, angle = 92.3503, collision = h0039B1
x = 372.7442, y = -369.0266, z = 324.2625, angle = -179.804, collision = h0039B1
x = 372.9654, y = -369.0266, z = 325.5233, angle = -117.7817, collision = h0039B1
x = 373.9605, y = -369.0266, z = 326.4135, angle = 151.7298, collision = h0039B1
x = 373.1752, y = -369.0266, z = 327.4914, angle = 94.30253, collision = h0039B1
x = 371.8434, y = -369.0266, z = 327.847, angle = 164.3161, collision = h0039B1
x = 371.6227, y = -369.0266, z = 329.1355, angle = -144.4815, collision = h0039B1
x = 372.2685, y = -369.0265, z = 330.3613, angle = 149.986, collision = h0039B1
x = 371.4471, y = -369.0265, z = 331.4198, angle = 128.1308, collision = h0039B1
x = 370.6908, y = -369.0265, z = 332.1395, angle = -157.4786, collision = h0039B1
x = 371.2531, y = -369.0265, z = 333.1887, angle = -112.3483, collision = h0039B1
x = 372.2514, y = -369.0265, z = 333.6252, angle = -106.2704, collision = h0039B1
x = 372.9785, y = -369.0265, z = 334.6751, angle = -109.1571, collision = h0039B1
x = 374.2382, y = -369.0265, z = 335.1521, angle = -23.16552, collision = h0039B1
x = 374.5699, y = -369.0265, z = 333.98, angle = 86.19064, collision = h0039B1
x = 375.3863, y = -369.0265, z = 335.9108, angle = -96.81966, collision = h0039B1
x = 376.5654, y = -368.8362, z = 336.0317, angle = -161.9329, collision = h0039B1
x = 375.5684, y = -369.0265, z = 334.9226, angle = -60.4971, collision = h0039B1
x = 376.706, y = -368.8539, z = 334.1493, angle = -93.24564, collision = h0039B1
x = 377.9664, y = -369.0265, z = 334.5835, angle = -137.4126, collision = h0039B1
x = 378.9611, y = -369.0265, z = 335.5746, angle = -135.0588, collision = h0039B1
x = 379.9032, y = -369.0265, z = 336.3835, angle = -101.0442, collision = h0039B1
x = 377.8937, y = -369.0265, z = 336.0181, angle = 37.38672, collision = h0039B1
x = 380.9056, y = -369.0265, z = 336.8098, angle = -15.72611, collision = h0039B1
x = 381.2724, y = -369.0265, z = 335.5419, angle = -48.42564, collision = h0039B1
x = 382.3575, y = -368.9457, z = 335.7479, angle = -163.0174, collision = h0039B1
x = 382.8174, y = -368.8618, z = 336.7178, angle = -165.8789, collision = h0039B1
x = 383.5078, y = -368.6182, z = 337.6909, angle = -66.6924, collision = h0039B1
x = 384.5876, y = -369.0265, z = 337.1403, angle = -65.28664, collision = h0039B1
x = 385.663, y = -368.6449, z = 336.5972, angle = -146.7973, collision = h0039B1
x = 386.6979, y = -369.0265, z = 338.162, angle = -130.9025, collision = h0039B1
x = 387.8015, y = -369.0209, z = 338.9285, angle = -87.6513, collision = h3500B1
x = 389.2023, y = -369.0076, z = 338.9135, angle = -85.13683, collision = h0039B1
x = 389.4459, y = -369.0265, z = 337.6761, angle = 24.95354, collision = h0039B1
x = 390.2032, y = -369.0265, z = 337.017, angle = -83.12239, collision = h0039B1
x = 391.5577, y = -369.0265, z = 336.8508, angle = -82.99319, collision = h0039B1
x = 392.1462, y = -369.0265, z = 335.988, angle = 41.87666, collision = h0039B1
x = 391.19, y = -369.0265, z = 334.9793, angle = -4.279482, collision = h0039B1
x = 391.4349, y = -369.0266, z = 333.6773, angle = -38.51756, collision = h0039B1
x = 392.271, y = -369.0266, z = 332.549, angle = -33.3185, collision = h0039B1
x = 393.0115, y = -369.0266, z = 331.3569, angle = 29.90594, collision = h0039B1
x = 392.2773, y = -369.0266, z = 330.3046, angle = 49.60316, collision = h0039B1
x = 391.5666, y = -369.0266, z = 329.2535, angle = -37.87183, collision = h0039B1
x = 392.3619, y = -369.0266, z = 328.2906, angle = -49.37463, collision = h0039B1
x = 393.5909, y = -369.0266, z = 327.5647, angle = -84.04328, collision = h0039B1
x = 394.8831, y = -369.0266, z = 327.1285, angle = -8.370984, collision = h0039B1
x = 394.9773, y = -369.0266, z = 325.7899, angle = 20.44311, collision = h0039B1
x = 394.6664, y = -368.9118, z = 324.5948, angle = -29.64872, collision = h0039B1
x = 395.2167, y = -368.9012, z = 323.517, angle = -22.05674, collision = h0039B1
x = 395.8669, y = -368.9709, z = 322.3134, angle = 7.266433, collision = h0039B1
x = 395.83, y = -368.7883, z = 321.0958, angle = 20.42952, collision = h0039B1
x = 395.2976, y = -368.7357, z = 319.9893, angle = 90.09563, collision = h0033B1
x = 393.9601, y = -369.9189, z = 318.1469, angle = 90.0276, collision = h0039B1
x = 391.7988, y = -369.9199, z = 316.1711, angle = 98.80305, collision = h0033B1
x = 392.8917, y = -369.9189, z = 316.7196, angle = -143.9288, collision = h0033B1
x = 392.6219, y = -369.9189, z = 315.5593, angle = -9.159093, collision = h0033B1
x = 392.3901, y = -369.9189, z = 314.4843, angle = -12.05668, collision = h0033B1
x = 392.4017, y = -369.8507, z = 317.6072, angle = 93.26478, collision = h0033B1
x = 390.7718, y = -378.1325, z = 311.8238, angle = 66.515, collision = h0033B1
x = 389.4658, y = -378.1325, z = 311.3574, angle = 100.704, collision = h0033B1
x = 388.4832, y = -378.1325, z = 311.5824, angle = 127.4443, collision = h0033B1
x = 385.0472, y = -378.1325, z = 318.2895, angle = 160.4968, collision = h0034B1
x = 384.6092, y = -378.1325, z = 319.4413, angle = 172.3709, collision = h0034B1
x = 384.3892, y = -378.1325, z = 320.7917, angle = 172.8945, collision = h0034B1
x = 384.2378, y = -378.1325, z = 321.9941, angle = 170.5981, collision = h0034B1
x = 384.0105, y = -378.1325, z = 323.3371, angle = 166.9026, collision = h0034B1
x = 383.7343, y = -378.1325, z = 324.5173, angle = 167.9788, collision = h0034B1
x = 383.4489, y = -378.1325, z = 325.8153, angle = 163.5069, collision = h0034B1
x = 383.0966, y = -378.1325, z = 327.0081, angle = 164.5689, collision = h0034B1
x = 382.7549, y = -378.1325, z = 328.2393, angle = 166.0475, collision = h0034B1
x = 382.4329, y = -378.1325, z = 329.4955, angle = 166.6637, collision = h0034B1
x = 382.1454, y = -378.1325, z = 330.6998, angle = 167.7778, collision = h0034B1
x = 381.8564, y = -378.1325, z = 332.0208, angle = 168.9683, collision = h0034B1
x = 381.6204, y = -378.1325, z = 333.2208, angle = 170.1451, collision = h0034B1
x = 381.384, y = -378.1325, z = 334.5691, angle = 171.3352, collision = h0034B1
x = 380.1484, y = -378.1325, z = 340.1597, angle = 154.479, collision = h0035B1
x = 374.007, y = -378.0604, z = 348.2002, angle = 145.0535, collision = h0035B1
x = 372.7979, y = -378.1325, z = 351.0891, angle = -165.769, collision = h0035B1
x = 373.7123, y = -378.0688, z = 354.1582, angle = -146.7096, collision = h0035B1
x = 377.1391, y = -376.9337, z = 356.6213, angle = -92.00082, collision = h0036B1
x = 380.2509, y = -375.3549, z = 356.2155, angle = -87.5013, collision = h0036B1
x = 382.2264, y = -374.4693, z = 356.1158, angle = -87.15116, collision = h0036B1
x = 387.9526, y = -371.5919, z = 356.3141, angle = -97.31252, collision = h0036B1
x = 406.4944, y = -362.0791, z = 357.0507, angle = -84.69339, collision = h0036B1
x = 408.2769, y = -360.9158, z = 356.9546, angle = -83.44794, collision = h0036B1
x = 415.963, y = -359.3617, z = 356.0884, angle = -82.19277, collision = h0036B1
x = 421.0491, y = -359.5363, z = 348.5293, angle = -2.090734, collision = h0037B1
x = 407.7107, y = -359.5623, z = 345.4959, angle = 128.2007, collision = h0037B1
x = 401.1703, y = -359.5464, z = 346.9516, angle = 67.92348, collision = h0037B1
x = 397.232, y = -358.6667, z = 342.5845, angle = 3.708274, collision = h0039B1
x = 385.2044, y = -369.0265, z = 316.0706, angle = 60.96306, collision = h0039B1
x = 384.2108, y = -369.0265, z = 315.5233, angle = 76.27876, collision = h0039B1
x = 383.1036, y = -368.8539, z = 315.3234, angle = 76.38557, collision = h0039B1
x = 382.101, y = -369.0265, z = 314.8947, angle = 32.04133, collision = h0039B1
x = 381.6152, y = -369.0265, z = 313.9302, angle = 22.77318, collision = h0039B1
x = 381.7005, y = -371.6127, z = 311.0121, angle = 63.03789, collision = h3300B1
x = 380.5053, y = -371.7657, z = 310.8425, angle = 73.96047, collision = h3300B1
x = 382.4467, y = -371.4746, z = 311.7478, angle = -128.9274, collision = h3300B1
x = 384.2401, y = -372.2507, z = 312.1865, angle = -115.1643, collision = h3300B1
x = 385.3421, y = -372.7757, z = 312.3503, angle = -106.8291, collision = h3300B1
x = 386.2288, y = -372.8165, z = 312.8228, angle = -138.6033, collision = h3300B1
x = 387.7441, y = -378.1325, z = 310.8674, angle = 87.28268, collision = h0033B1
x = 386.3574, y = -378.1325, z = 310.5994, angle = 91.96848, collision = h0033B1
x = 385.0489, y = -377.8579, z = 310.5308, angle = 164.6399, collision = h0033B1
x = 385.4109, y = -378.1325, z = 311.7266, angle = 165.8113, collision = h0033B1
x = 385.0409, y = -378.1325, z = 313.2201, angle = 145.1583, collision = h0034B1
x = 384.9818, y = -378.1325, z = 314.3579, angle = 149.8149, collision = h0034B1
x = 384.4615, y = -378.1325, z = 315.4302, angle = 157.7221, collision = h0034B1
x = 383.9173, y = -378.1325, z = 316.6779, angle = 153.4893, collision = h0034B1
x = 382.3737, y = -378.1325, z = 319.417, angle = 155.3036, collision = h0034B1
x = 381.0735, y = -378.1325, z = 322.2949, angle = 168.2875, collision = h0034B1
x = 380.757, y = -378.1325, z = 323.4884, angle = 170.144, collision = h0034B1
x = 380.5228, y = -378.1325, z = 324.8197, angle = 171.9558, collision = h0034B1
x = 380.3487, y = -378.1325, z = 326.0305, angle = 174.2906, collision = h0034B1
x = 380.2068, y = -378.1325, z = 327.3919, angle = 176.7837, collision = h0034B1
x = 380.1242, y = -378.1325, z = 328.5964, angle = 176.1757, collision = h0034B1
x = 380.0087, y = -378.1325, z = 329.9426, angle = 170.9636, collision = h0034B1
x = 379.8255, y = -378.1325, z = 331.1521, angle = 173.1493, collision = h0034B1
x = 379.6666, y = -378.1325, z = 332.447, angle = 165.971, collision = h0034B1
x = 379.4121, y = -378.1325, z = 333.6884, angle = 166.9219, collision = h0034B1
x = 379.1251, y = -378.1325, z = 334.9092, angle = 165.9745, collision = h0034B1
x = 378.4942, y = -378.1325, z = 337.3848, angle = 161.4026, collision = h0034B1
x = 378.0674, y = -378.1325, z = 338.6856, angle = 160.8539, collision = h0035B1
x = 377.6046, y = -378.1325, z = 339.7579, angle = 159.7999, collision = h0035B1
x = 376.6686, y = -378.1325, z = 342.7997, angle = 167.1098, collision = h0035B1
x = 374.4159, y = -377.9028, z = 349.3422, angle = 164.8802, collision = h0035B1
x = 373.8387, y = -378.048, z = 351.8661, angle = 179.3895, collision = h0035B1
x = 383.9878, y = -373.3308, z = 356.2039, angle = -87.05259, collision = h0036B1
x = 397.3879, y = -366.3188, z = 355.416, angle = -91.02396, collision = h0036B1
x = 408.5573, y = -360.7458, z = 355.6906, angle = -98.64375, collision = h0036B1
x = 420.0304, y = -359.1021, z = 354.5034, angle = -24.97778, collision = h1036B1
x = 422.8077, y = -359.381, z = 348.8081, angle = -9.801403, collision = h0037B1
x = 423.0406, y = -359.5363, z = 347.4721, angle = -9.525136, collision = h0037B1
x = 423.2589, y = -359.2516, z = 346.2733, angle = -14.36025, collision = h0037B1
x = 423.5248, y = -359.2465, z = 345.2407, angle = 43.1044, collision = h0037B1
x = 419.1839, y = -358.9309, z = 344.1199, angle = 25.5129, collision = h0038B1
x = 418.6331, y = -358.8207, z = 342.8354, angle = 16.6061, collision = h0038B1
x = 418.2871, y = -358.7615, z = 341.4746, angle = 8.626597, collision = h0038B1
x = 418.0866, y = -358.986, z = 340.0837, angle = 6.806406, collision = h0038B1
x = 417.9373, y = -359.4116, z = 338.6867, angle = 3.294282, collision = h0038B1
x = 417.8092, y = -359.9956, z = 337.6478, angle = 31.79105, collision = h0038B1
x = 417.2065, y = -360.6671, z = 336.6447, angle = 31.31265, collision = h0038B1
x = 416.5055, y = -361.3994, z = 335.5531, angle = 8.786724, collision = h0038B1
x = 416.3526, y = -361.9275, z = 334.8997, angle = 4.590775, collision = h0038B1
x = 416.2632, y = -362.6512, z = 333.6852, angle = -10.35104, collision = h0038B1
x = 416.5098, y = -363.1746, z = 332.3196, angle = 21.0634, collision = h0038B1
x = 416.2192, y = -363.6053, z = 331.1523, angle = 9.413858, collision = h0038B1
x = 416.0106, y = -363.8983, z = 329.8296, angle = -26.56393, collision = h0038B1
x = 416.5166, y = -364.2048, z = 328.7137, angle = -48.79095, collision = h0038B1
x = 417.4724, y = -364.5028, z = 327.8369, angle = -46.68337, collision = h0038B1
x = 418.4298, y = -364.5793, z = 327.0213, angle = -29.51649, collision = h0038B1
x = 419.0368, y = -364.6, z = 325.9387, angle = -28.21908, collision = h0038B1
x = 419.6796, y = -364.5409, z = 324.7617, angle = -42.92748, collision = h0038B1
x = 420.4422, y = -364.5977, z = 323.813, angle = -47.56758, collision = h0038B1
x = 421.3854, y = -364.7391, z = 322.8407, angle = 11.19695, collision = h0038B1
x = 421.2558, y = -364.7168, z = 321.6605, angle = 19.55151, collision = h0038B1
x = 420.7803, y = -364.852, z = 320.3919, angle = 29.29614, collision = h0038B1
x = 420.2085, y = -364.9922, z = 319.3079, angle = 49.05192, collision = h0038B1
x = 419.2375, y = -365.0765, z = 318.4304, angle = 109.9374, collision = h0038B1
x = 417.8483, y = -365.4341, z = 319.2194, angle = -171.1928, collision = h0038B1
x = 417.9267, y = -365.4341, z = 320.5807, angle = 168.2698, collision = h0038B1
x = 417.7114, y = -365.4341, z = 321.7711, angle = -179.1443, collision = h0038B1
x = 417.6784, y = -365.4341, z = 323.0886, angle = -179.3594, collision = h0038B1
x = 417.6638, y = -365.4341, z = 324.3021, angle = 124.5892, collision = h0038B1
x = 416.6787, y = -365.4341, z = 325.0769, angle = 104.1403, collision = h0038B1
x = 415.4359, y = -365.4341, z = 325.4405, angle = 120.209, collision = h0038B1
x = 414.3544, y = -365.4341, z = 325.9996, angle = 155.0215, collision = h3800B1
x = 413.7367, y = -365.3277, z = 327.1922, angle = 177.8027, collision = h0038B1
x = 413.6443, y = -365.4341, z = 328.4077, angle = -169.5279, collision = h0038B1
x = 413.8645, y = -365.4341, z = 329.7557, angle = -165.1307, collision = h0038B1
x = 414.1436, y = -365.4341, z = 330.9285, angle = 138.4772, collision = h0038B1
x = 413.3756, y = -365.3723, z = 331.9444, angle = 81.88849, collision = h0038B1
x = 412.1674, y = -365.4341, z = 331.8865, angle = 122.7448, collision = h3800B1
x = 411.0425, y = -365.2907, z = 332.3455, angle = 157.9336, collision = h0038B1
x = 410.5516, y = -365.4341, z = 333.4747, angle = -161.4617, collision = h0038B1
x = 410.9082, y = -365.4341, z = 334.6659, angle = -141.6606, collision = h0038B1
x = 411.6961, y = -365.4341, z = 335.7201, angle = -164.9808, collision = h0038B1
x = 412.1656, y = -365.4341, z = 336.8283, angle = -142.8184, collision = h0038B1
x = 412.8243, y = -365.4341, z = 337.9338, angle = -85.33601, collision = h0038B1
x = 413.9491, y = -365.3501, z = 337.8072, angle = -69.03596, collision = h3800B1
x = 415.0362, y = -365.4341, z = 337.4503, angle = -104.59, collision = h0038B1
x = 416.3168, y = -365.4341, z = 337.7121, angle = -110.8461, collision = h0038B1
x = 417.3576, y = -365.4341, z = 337.5446, angle = 28.17493, collision = h0038B1
x = 417.0092, y = -365.4341, z = 336.4436, angle = 74.91616, collision = h0038B1
x = 415.3612, y = -365.4341, z = 338.6127, angle = 107.1491, collision = h0038B1
x = 410.008, y = -365.4341, z = 332.4205, angle = 28.91558, collision = h0038B1
x = 409.3149, y = -365.4341, z = 331.2428, angle = 43.07504, collision = h0038B1
x = 408.4572, y = -365.4341, z = 330.4377, angle = 108.0028, collision = h0038B1
x = 407.217, y = -365.3817, z = 330.7736, angle = 128.5671, collision = h0038B1
x = 406.2274, y = -365.4341, z = 331.5481, angle = 83.64405, collision = h3800B1
x = 405.0631, y = -364.9002, z = 331.5503, angle = -5.446256, collision = h3800B1
x = 408.8878, y = -365.3586, z = 329.3415, angle = 43.78639, collision = h3800B1
x = 408.1019, y = -365.4341, z = 328.3736, angle = 86.04733, collision = h3800B1
x = 406.8861, y = -365.4341, z = 328.183, angle = 45.35584, collision = h3800B1
x = 406.0281, y = -364.9152, z = 327.8666, angle = -12.34764, collision = h3800B1
x = 407.0587, y = -365.2354, z = 326.2441, angle = -16.88437, collision = h3800B1
x = 407.8809, y = -365.4341, z = 325.1952, angle = -49.96439, collision = h0038B1
x = 409.3934, y = -365.0409, z = 324.2051, angle = -107.9712, collision = h3800B1
x = 410.7137, y = -365.2165, z = 324.5049, angle = -100.2697, collision = h3800B1
x = 411.8783, y = -365.3631, z = 324.7309, angle = -40.30659, collision = h0038B1
x = 412.8495, y = -365.4341, z = 323.8258, angle = 2.582659, collision = h3800B1
x = 412.9508, y = -365.0677, z = 322.6693, angle = 24.65965, collision = h0038B1
x = 412.4015, y = -365.3426, z = 321.474, angle = 32.90084, collision = h0038B1
x = 411.7793, y = -365.4341, z = 320.3843, angle = -33.90367, collision = h0038B1
x = 412.333, y = -365.4341, z = 319.4517, angle = -97.54758, collision = h0038B1
x = 413.6193, y = -365.4341, z = 319.521, angle = -113.7275, collision = h0038B1
x = 414.7687, y = -365.3891, z = 320.0052, angle = -115.0148, collision = h3800B1
x = 416.0052, y = -365.4341, z = 320.5782, angle = -128.5796, collision = h0038B1
x = 418.7496, y = -365.4341, z = 323.0388, angle = -129.0299, collision = h0038B1
x = 420.287, y = -365.4341, z = 322.0583, angle = 31.67925, collision = h0038B1
x = 419.7404, y = -365.4341, z = 321.1023, angle = 53.26404, collision = h0038B1
x = 416.8613, y = -365.4341, z = 319.7468, angle = 76.02603, collision = h0038B1
x = 415.6668, y = -365.4341, z = 319.4261, angle = 76.89173, collision = h0038B1
x = 413.4355, y = -365.1095, z = 318.3378, angle = -0.3486812, collision = h0038B1
x = 413.545, y = -365.4341, z = 316.3594, angle = -51.47541, collision = h0038B1
x = 414.4072, y = -365.4341, z = 315.5117, angle = -59.10762, collision = h0038B1
x = 415.5351, y = -365.4322, z = 314.8382, angle = -73.31873, collision = h0038B1
x = 416.7433, y = -365.4286, z = 314.421, angle = -116.0307, collision = h0038B1
x = 417.8849, y = -365.4292, z = 314.8685, angle = -125.648, collision = h0038B1
x = 418.932, y = -365.4316, z = 315.6785, angle = -78.3092, collision = h0038B1
x = 419.9694, y = -365.4311, z = 315.6911, angle = -60.90181, collision = h3800B1
x = 421.3058, y = -365.3142, z = 314.9957, angle = -48.61763, collision = h0038B1
x = 422.1607, y = -365.4332, z = 314.3063, angle = -33.04433, collision = h0038B1
x = 422.9938, y = -365.4329, z = 313.0941, angle = -80.2039, collision = h0038B1
x = 424.1517, y = -365.4341, z = 312.8045, angle = 64.10034, collision = h3800B1
x = 423.1214, y = -365.4321, z = 315.6756, angle = 42.95793, collision = h0038B1
x = 431.5989, y = -375.9262, z = 314.259, angle = -4.785531, collision = h0046B1
x = 430.7809, y = -375.9013, z = 315.18, angle = 113.7246, collision = h0046B1
x = 429.4801, y = -375.8909, z = 315.6738, angle = 67.25874, collision = h0046B1
x = 428.2483, y = -375.9031, z = 315.1011, angle = 33.92302, collision = h0046B1
x = 428.4631, y = -375.8918, z = 316.3773, angle = -133.1104, collision = h0046B1
x = 429.4889, y = -375.8777, z = 317.3213, angle = -125.9274, collision = h0046B1
x = 430.567, y = -375.5439, z = 318.2108, angle = 152.5602, collision = h0046B1
x = 429.9588, y = -375.4189, z = 319.2975, angle = 143.9736, collision = h0046B1
x = 429.5231, y = -375.5735, z = 320.468, angle = -134.152, collision = h0046B1
x = 430.5582, y = -375.5811, z = 321.364, angle = -139.6069, collision = h0046B1
x = 431.168, y = -375.855, z = 322.4648, angle = 159.0195, collision = h0046B1
x = 430.7744, y = -375.9154, z = 323.8086, angle = -169.6519, collision = h0046B1
x = 431.1961, y = -375.9811, z = 325.0993, angle = -158.9778, collision = h0046B1
x = 431.7345, y = -375.977, z = 326.3846, angle = -142.3262, collision = h0046B1
x = 432.5985, y = -375.9996, z = 327.498, angle = -134.6574, collision = h0046B1
x = 433.6113, y = -375.9975, z = 328.4704, angle = -125.6858, collision = h0046B1
x = 434.7549, y = -376.0196, z = 329.2865, angle = -94.44343, collision = h0046B1
x = 436.1042, y = -376.0479, z = 329.4521, angle = -117.5595, collision = h0046B1
x = 437.1061, y = -376.0498, z = 330.2284, angle = -173.0425, collision = h0046B1
x = 437.1778, y = -375.9807, z = 331.5771, angle = 154.5549, collision = h0046B1
x = 436.2088, y = -375.9295, z = 332.3969, angle = 65.25095, collision = h0046B1
x = 434.9957, y = -375.9295, z = 331.7677, angle = 20.23607, collision = h0046B1
x = 434.6549, y = -375.9295, z = 330.4771, angle = 21.5169, collision = h0046B1
x = 431.507, y = -375.3538, z = 320.0379, angle = 50.91925, collision = h0046B1
x = 429.8572, y = -375.9131, z = 314.4236, angle = 15.08272, collision = h0046B1
x = 429.4535, y = -375.917, z = 313.0803, angle = 63.58968, collision = h0046B1
x = 428.278, y = -375.7469, z = 312.755, angle = 151.2997, collision = h0046B1
x = 427.366, y = -375.7506, z = 313.8314, angle = 107.2636, collision = h0046B1
x = 426.5416, y = -375.4732, z = 313.1101, angle = 78.79947, collision = h0046B1
x = 425.3073, y = -375.4732, z = 313.8801, angle = 164.9359, collision = h0046B1
x = 424.8127, y = -375.4732, z = 315.1684, angle = 167.6829, collision = h0046B1
x = 424.5756, y = -375.603, z = 316.5508, angle = 157.5276, collision = h0046B1
x = 423.9521, y = -375.7111, z = 317.7498, angle = 106.8036, collision = h0046B1
x = 422.6155, y = -375.4732, z = 318.1151, angle = 169.2234, collision = h0046B1
x = 422.4701, y = -375.6263, z = 319.1554, angle = -103.2757, collision = h0046B1
x = 423.4986, y = -375.9127, z = 319.467, angle = -114.4805, collision = h0046B1
x = 424.7232, y = -375.9019, z = 320.0617, angle = -160.3635, collision = h0046B1
x = 425.1449, y = -375.9102, z = 321.3579, angle = 130.8839, collision = h0046B1
x = 424.0688, y = -375.9199, z = 321.949, angle = 70.76093, collision = h0046B1
x = 422.7235, y = -375.9266, z = 321.6143, angle = 90.43217, collision = h0046B1
x = 421.9071, y = -375.928, z = 322.1941, angle = 127.1095, collision = h0046B1
x = 420.7438, y = -375.9283, z = 322.9757, angle = 98.65907, collision = h0046B1
x = 419.3939, y = -375.7172, z = 323.1949, angle = 112.6868, collision = h0046B1
x = 418.0885, y = -375.4733, z = 323.6701, angle = 134.9324, collision = h0046B1
x = 417.153, y = -375.4732, z = 324.686, angle = 156.8531, collision = h0046B1
x = 418.3798, y = -375.9283, z = 325.7234, angle = -119.5836, collision = h0046B1
x = 419.4987, y = -375.9273, z = 326.5539, angle = -140.8811, collision = h0046B1
x = 420.3108, y = -375.9263, z = 327.6909, angle = -164.9287, collision = h0046B1
x = 420.4972, y = -375.9262, z = 329.0335, angle = 78.07468, collision = h0046B1
x = 418.9155, y = -375.9266, z = 328.6851, angle = 80.2402, collision = h0046B1
x = 417.7336, y = -375.9274, z = 328.4558, angle = 100.3777, collision = h0046B1
x = 416.4065, y = -375.9281, z = 328.634, angle = 112.9751, collision = h0046B1
x = 415.3013, y = -375.9285, z = 329.118, angle = 153.226, collision = h0046B1
x = 414.694, y = -375.9283, z = 330.2577, angle = 166.6794, collision = h0046B1
x = 414.3734, y = -375.9287, z = 331.4913, angle = -157.9683, collision = h0046B1
x = 414.7783, y = -375.929, z = 332.6148, angle = -67.13726, collision = h0046B1
x = 415.9326, y = -375.9286, z = 332.4146, angle = 3.444669, collision = h0046B1
x = 415.9451, y = -375.9282, z = 331.2395, angle = 82.15226, collision = h0046B1
x = 417.0688, y = -375.9282, z = 332.1045, angle = -53.18175, collision = h0046B1
x = 418.1424, y = -375.9276, z = 331.4266, angle = -25.70581, collision = h0046B1
x = 418.7133, y = -375.9271, z = 330.3132, angle = -34.77931, collision = h0046B1
x = 421.6374, y = -375.9259, z = 326.9442, angle = -60.26802, collision = h0046B1
